Loading required package: SeuratObject
Loading required package: sp

Attaching package: 'SeuratObject'

The following objects are masked from 'package:base':

    intersect, t

Warning messages:
1: package 'Seurat' was built under R version 4.2.3 
2: package 'SeuratObject' was built under R version 4.2.3 
InferCNV output dir: ../output/infer_cnv/combined_filter/ 
Files:
 [1] "01_incoming_data.infercnv_obj"                                                                                   
 [2] "02_reduced_by_cutoff.infercnv_obj"                                                                               
 [3] "03_normalized_by_depthHMMi6.infercnv_obj"                                                                        
 [4] "04_logtransformedHMMi6.infercnv_obj"                                                                             
 [5] "07_tumor_subclustersHMMi6.rand_trees.random_trees.infercnv_obj"                                                  
 [6] "08_remove_ref_avg_from_obs_logFCHMMi6.infercnv_obj"                                                              
 [7] "08_remove_ref_avg_from_obs_logFCHMMi6.rand_trees.infercnv_obj"                                                   
 [8] "09_apply_max_centered_expr_thresholdHMMi6.infercnv_obj"                                                          
 [9] "09_apply_max_centered_expr_thresholdHMMi6.rand_trees.infercnv_obj"                                               
[10] "10_smoothed_by_chrHMMi6.infercnv_obj"                                                                            
[11] "10_smoothed_by_chrHMMi6.rand_trees.infercnv_obj"                                                                 
[12] "11_recentered_cells_by_chrHMMi6.infercnv_obj"                                                                    
[13] "11_recentered_cells_by_chrHMMi6.rand_trees.infercnv_obj"                                                         
[14] "12_remove_ref_avg_from_obs_adjustHMMi6.infercnv_obj"                                                             
[15] "12_remove_ref_avg_from_obs_adjustHMMi6.rand_trees.infercnv_obj"                                                  
[16] "14_invert_log_transformHMMi6.infercnv_obj"                                                                       
[17] "14_invert_log_transformHMMi6.rand_trees.infercnv_obj"                                                            
[18] "17_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.cell_groupings"                                                 
[19] "17_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.genes_used.dat"                                                 
[20] "17_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.infercnv_obj"                                                   
[21] "17_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.pred_cnv_genes.dat"                                             
[22] "17_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.pred_cnv_regions.dat"                                           
[23] "18_HMM_pred.Bayes_NetHMMi6.rand_trees.hmm_mode-subclusters.mcmc_obj"                                             
[24] "19_HMM_pred.Bayes_NetHMMi6.rand_trees.hmm_mode-subclusters.Pnorm_0.5.infercnv_obj"                               
[25] "20_HMM_pred.repr_intensitiesHMMi6.rand_trees.hmm_mode-subclusters.Pnorm_0.5.infercnv_obj"                        
[26] "22_denoiseHMMi6.rand_trees.NF_NA.SD_1.5.NL_FALSE.infercnv_obj"                                                   
[27] "BayesNetOutput.HMMi6.rand_trees.hmm_mode-subclusters"                                                            
[28] "HMM_CNV_predictions.HMMi6.rand_trees.hmm_mode-subclusters.Pnorm_0.5.pred_cnv_genes.dat"                          
[29] "HMM_CNV_predictions.HMMi6.rand_trees.hmm_mode-subclusters.Pnorm_0.5.pred_cnv_regions.dat"                        
[30] "infercnv.17_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.heatmap_thresholds.txt"                                
[31] "infercnv.17_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.observation_groupings.txt"                             
[32] "infercnv.17_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.observations_dendrogram.txt"                           
[33] "infercnv.17_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.png"                                                   
[34] "infercnv.19_HMM_pred.Bayes_Net.Pnorm_0.5.heatmap_thresholds.txt"                                                 
[35] "infercnv.19_HMM_pred.Bayes_Net.Pnorm_0.5.observation_groupings.txt"                                              
[36] "infercnv.19_HMM_pred.Bayes_Net.Pnorm_0.5.observations_dendrogram.txt"                                            
[37] "infercnv.19_HMM_pred.Bayes_Net.Pnorm_0.5.png"                                                                    
[38] "infercnv.20_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.Pnorm_0.5.repr_intensities.heatmap_thresholds.txt"     
[39] "infercnv.20_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.Pnorm_0.5.repr_intensities.observation_groupings.txt"  
[40] "infercnv.20_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.Pnorm_0.5.repr_intensities.observations_dendrogram.txt"
[41] "infercnv.20_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.Pnorm_0.5.repr_intensities.png"                        
[42] "infercnv.heatmap_thresholds.txt"                                                                                 
[43] "infercnv.observation_groupings.txt"                                                                              
[44] "infercnv.observations_dendrogram.txt"                                                                            
[45] "infercnv.png"                                                                                                    
[46] "infercnv.preliminary.heatmap_thresholds.txt"                                                                     
[47] "infercnv.preliminary.observation_groupings.txt"                                                                  
[48] "infercnv.preliminary.observations_dendrogram.txt"                                                                
[49] "infercnv.preliminary.png"                                                                                        
[50] "preliminary.infercnv_obj"                                                                                        
[51] "run.final.infercnv_obj"                                                                                          
[52] "run_final_infercnv_obj.rds"                                                                                      
Loading Seurat objects...
            used   (Mb) gc trigger   (Mb)  max used   (Mb)
Ncells   7752865  414.1   14648518  782.4  11724126  626.2
Vcells 176220849 1344.5  236078456 1801.2 176222006 1344.5
[151] "proportion_scaled_dupli_chr15" "has_cnv_chr16"                
[153] "has_loss_chr16"                "has_dupli_chr16"              
[155] "proportion_cnv_chr16"          "proportion_loss_chr16"        
[157] "proportion_dupli_chr16"        "proportion_scaled_cnv_chr16"  
[159] "proportion_scaled_loss_chr16"  "proportion_scaled_dupli_chr16"
[161] "has_cnv_chr17"                 "has_loss_chr17"               
[163] "has_dupli_chr17"               "proportion_cnv_chr17"         
[165] "proportion_loss_chr17"         "proportion_dupli_chr17"       
[167] "proportion_scaled_cnv_chr17"   "proportion_scaled_loss_chr17" 
[169] "proportion_scaled_dupli_chr17" "has_cnv_chr18"                
[171] "has_loss_chr18"                "has_dupli_chr18"              
[173] "proportion_cnv_chr18"          "proportion_loss_chr18"        
[175] "proportion_dupli_chr18"        "proportion_scaled_cnv_chr18"  
[177] "proportion_scaled_loss_chr18"  "proportion_scaled_dupli_chr18"
[179] "has_cnv_chr19"                 "has_loss_chr19"               
[181] "has_dupli_chr19"               "proportion_cnv_chr19"         
[183] "proportion_loss_chr19"         "proportion_dupli_chr19"       
[185] "proportion_scaled_cnv_chr19"   "proportion_scaled_loss_chr19" 
[187] "proportion_scaled_dupli_chr19" "top_loss_1"                   
[189] "top_loss_2"                    "top_loss_3"                   
[191] "top_loss_4"                    "top_loss_5"                   
[193] "top_loss_6"                    "top_loss_7"                   
[195] "top_loss_8"                    "top_loss_9"                   
[197] "top_loss_10"                   "top_dupli_1"                  
[199] "top_dupli_2"                   "top_dupli_3"                  
[201] "top_dupli_4"                   "top_dupli_5"                  
[203] "top_dupli_6"                   "top_dupli_7"                  
[205] "top_dupli_8"                   "top_dupli_9"                  
[207] "top_dupli_10"                 
Saved dicer1_scrna_filter_combined_infercnv_metadata.rds
